Horodatage;Valeur;Statut
2024-01-24T05:30:00+02:00;181104;Mesure
2024-01-24T06:00:00+02:00;191989;Mesure
2024-01-24T06:30:00+02:00;205725;Mesure
2024-01-24T07:00:00+02:00;219215;Mesure
2024-01-24T07:30:00+02:00;224434;Mesure
2024-01-24T08:00:00+02:00;215760;Mesure
2024-01-24T08:30:00+02:00;203508;Mesure
2024-01-24T09:00:00+02:00;198261;Mesure
2024-01-24T09:30:00+02:00;202839;Mesure
2024-01-24T10:00:00+02:00;201910;Mesure
2024-01-24T10:30:00+02:00;183545;Mesure
2024-01-24T11:00:00+02:00;157686;Mesure
2024-01-24T11:30:00+02:00;135786;Mesure
2024-01-24T12:00:00+02:00;137771;Mesure
2024-01-24T12:30:00+02:00;156196;Mesure
2024-01-24T13:00:00+02:00;199712;Mesure
2024-01-24T13:30:00+02:00;215227;Mesure
2024-01-24T14:00:00+02:00;216247;Mesure
2024-01-24T14:30:00+02:00;208238;Mesure
2024-01-24T15:00:00+02:00;199726;Mesure
2024-01-24T15:30:00+02:00;197801;Mesure
2024-01-24T16:00:00+02:00;200173;Mesure
2024-01-24T16:30:00+02:00;188456;Mesure
2024-01-24T17:00:00+02:00;161167;Mesure
2024-01-24T17:30:00+02:00;119523;Mesure
2024-01-24T18:00:00+02:00;81252;Mesure
2024-01-24T18:30:00+02:00;57380;Mesure
2024-01-24T19:00:00+02:00;49845;Mesure
2024-01-24T19:30:00+02:00;46814;Mesure
2024-01-24T20:00:00+02:00;43960;Mesure
2024-01-24T20:30:00+02:00;40404;Mesure
2024-01-24T21:00:00+02:00;36642;Mesure
2024-01-24T21:30:00+02:00;34246;Mesure
2024-01-24T22:00:00+02:00;33425;Mesure
2024-01-24T22:30:00+02:00;34005;Mesure
2024-01-24T23:00:00+02:00;30405;Mesure
2024-01-24T23:30:00+02:00;30067;Mesure
2024-01-25T00:00:00+02:00;31029;Mesure
2024-01-25T00:30:00+02:00;31465;Mesure
2024-01-25T01:00:00+02:00;31063;Mesure
2024-01-25T01:30:00+02:00;29684;Mesure
2024-01-25T02:00:00+02:00;29072;Mesure
2024-01-25T02:30:00+02:00;30718;Mesure
2024-01-25T03:00:00+02:00;34120;Mesure
2024-01-25T03:30:00+02:00;39667;Mesure
2024-01-25T04:00:00+02:00;46975;Mesure
2024-01-25T04:30:00+02:00;80283;Mesure
2024-01-25T05:00:00+02:00;134392;Mesure
2024-01-25T05:30:00+02:00;181104;Mesure
2024-01-25T06:00:00+02:00;197892;Mesure
2024-01-25T06:30:00+02:00;212264;Mesure
2024-01-25T07:00:00+02:00;220254;Mesure
2024-01-25T07:30:00+02:00;218726;Mesure
2024-01-25T08:00:00+02:00;208528;Mesure
2024-01-25T08:30:00+02:00;201430;Mesure
2024-01-25T09:00:00+02:00;203055;Mesure
2024-01-25T09:30:00+02:00;209954;Mesure
2024-01-25T10:00:00+02:00;204729;Mesure
2024-01-25T10:30:00+02:00;180205;Mesure
2024-01-25T11:00:00+02:00;152249;Mesure
2024-01-25T11:30:00+02:00;133151;Mesure
2024-01-25T12:00:00+02:00;139908;Mesure
2024-01-25T12:30:00+02:00;161756;Mesure
2024-01-25T13:00:00+02:00;204160;Mesure
2024-01-25T13:30:00+02:00;213157;Mesure
2024-01-25T14:00:00+02:00;209164;Mesure
2024-01-25T14:30:00+02:00;202653;Mesure
2024-01-25T15:00:00+02:00;200830;Mesure
2024-01-25T15:30:00+02:00;204366;Mesure
2024-01-25T16:00:00+02:00;205984;Mesure
2024-01-25T16:30:00+02:00;188400;Mesure
2024-01-25T17:00:00+02:00;156566;Mesure
2024-01-25T17:30:00+02:00;115711;Mesure
2024-01-25T18:00:00+02:00;80858;Mesure
2024-01-25T18:30:00+02:00;58985;Mesure
2024-01-25T19:00:00+02:00;51523;Mesure
2024-01-25T19:30:00+02:00;47242;Mesure
2024-01-25T20:00:00+02:00;42982;Mesure
2024-01-25T20:30:00+02:00;39018;Mesure
2024-01-25T21:00:00+02:00;36103;Mesure
2024-01-25T21:30:00+02:00;34942;Mesure
2024-01-25T22:00:00+02:00;34617;Mesure
2024-01-25T22:30:00+02:00;34617;Mesure
2024-01-25T23:00:00+02:00;30718;Mesure
2024-01-25T23:30:00+02:00;31110;Mesure
2024-01-26T00:00:00+02:00;31838;Mesure
2024-01-26T00:30:00+02:00;31316;Mesure
2024-01-26T01:00:00+02:00;30106;Mesure
2024-01-26T01:30:00+02:00;28798;Mesure
2024-01-26T02:00:00+02:00;29072;Mesure
2024-01-26T02:30:00+02:00;31663;Mesure
2024-01-26T03:00:00+02:00;35205;Mesure
2024-01-26T03:30:00+02:00;39856;Mesure
2024-01-26T04:00:00+02:00;45780;Mesure
2024-01-26T04:30:00+02:00;77592;Mesure
2024-01-26T05:00:00+02:00;133020;Mesure
2024-01-26T05:30:00+02:00;185483;Mesure
2024-01-26T06:00:00+02:00;204833;Mesure
2024-01-26T06:30:00+02:00;215227;Mesure
2024-01-26T07:00:00+02:00;216247;Mesure
2024-01-26T07:30:00+02:00;211184;Mesure
2024-01-26T08:00:00+02:00;204482;Mesure
2024-01-26T08:30:00+02:00;204555;Mesure
2024-01-26T09:00:00+02:00;210282;Mesure
2024-01-26T09:30:00+02:00;214630;Mesure
2024-01-26T10:00:00+02:00;202759;Mesure
2024-01-26T10:30:00+02:00;174304;Mesure
2024-01-26T11:00:00+02:00;148166;Mesure
2024-01-26T11:30:00+02:00;133887;Mesure
2024-01-26T12:00:00+02:00;144551;Mesure
2024-01-26T12:30:00+02:00;166451;Mesure
2024-01-26T13:00:00+02:00;204100;Mesure
2024-01-26T13:30:00+02:00;207072;Mesure
2024-01-26T14:00:00+02:00;202494;Mesure
2024-01-26T14:30:00+02:00;201669;Mesure
2024-01-26T15:00:00+02:00;206448;Mesure
2024-01-26T15:30:00+02:00;211243;Mesure
2024-01-26T16:00:00+02:00;207865;Mesure
2024-01-26T16:30:00+02:00;184209;Mesure
2024-01-26T17:00:00+02:00;151194;Mesure
2024-01-26T17:30:00+02:00;114010;Mesure
2024-01-26T18:00:00+02:00;82502;Mesure
2024-01-26T18:30:00+02:00;61090;Mesure
2024-01-26T19:00:00+02:00;52451;Mesure
2024-01-26T19:30:00+02:00;46566;Mesure
2024-01-26T20:00:00+02:00;41521;Mesure
2024-01-26T20:30:00+02:00;38115;Mesure
2024-01-26T21:00:00+02:00;36498;Mesure
2024-01-26T21:30:00+02:00;36159;Mesure
2024-01-26T22:00:00+02:00;35506;Mesure
2024-01-26T22:30:00+02:00;34434;Mesure
2024-01-26T23:00:00+02:00;31663;Mesure
2024-01-26T23:30:00+02:00;33134;Mesure
2024-01-27T00:00:00+02:00;33563;Mesure
2024-01-27T00:30:00+02:00;32555;Mesure
2024-01-27T01:00:00+02:00;31037;Mesure
2024-01-27T01:30:00+02:00;30405;Mesure
2024-01-27T02:00:00+02:00;31239;Mesure
2024-01-27T02:30:00+02:00;32773;Mesure
2024-01-27T03:00:00+02:00;37796;Mesure
2024-01-27T03:30:00+02:00;37071;Mesure
2024-01-27T04:00:00+02:00;35361;Mesure
2024-01-27T04:30:00+02:00;34239;Mesure
2024-01-27T05:00:00+02:00;34736;Mesure
2024-01-27T05:30:00+02:00;36395;Mesure
2024-01-27T06:00:00+02:00;37691;Mesure
2024-01-27T06:30:00+02:00;37432;Mesure
2024-01-27T07:00:00+02:00;37849;Mesure
2024-01-27T07:30:00+02:00;36325;Mesure
2024-01-27T08:00:00+02:00;36341;Mesure
2024-01-27T08:30:00+02:00;37882;Mesure
2024-01-27T09:00:00+02:00;39532;Mesure
2024-01-27T09:30:00+02:00;39773;Mesure
2024-01-27T10:00:00+02:00;38384;Mesure
2024-01-27T10:30:00+02:00;36642;Mesure
2024-01-27T11:00:00+02:00;35197;Mesure
2024-01-27T11:30:00+02:00;36374;Mesure
2024-01-27T12:00:00+02:00;38127;Mesure
2024-01-27T12:30:00+02:00;38843;Mesure
2024-01-27T13:00:00+02:00;37865;Mesure
2024-01-27T13:30:00+02:00;36092;Mesure
2024-01-27T14:00:00+02:00;35153;Mesure
2024-01-27T14:30:00+02:00;35913;Mesure
2024-01-27T15:00:00+02:00;35636;Mesure
2024-01-27T15:30:00+02:00;36715;Mesure
2024-01-27T16:00:00+02:00;36218;Mesure
2024-01-27T16:30:00+02:00;34601;Mesure
2024-01-27T17:00:00+02:00;33351;Mesure
2024-01-27T17:30:00+02:00;33617;Mesure
2024-01-27T18:00:00+02:00;35155;Mesure
2024-01-27T18:30:00+02:00;36550;Mesure
2024-01-27T19:00:00+02:00;34434;Mesure
2024-01-27T19:30:00+02:00;33088;Mesure
2024-01-27T20:00:00+02:00;31661;Mesure
2024-01-27T20:30:00+02:00;31465;Mesure
2024-01-27T21:00:00+02:00;32681;Mesure
2024-01-27T21:30:00+02:00;34190;Mesure
2024-01-27T22:00:00+02:00;34605;Mesure
2024-01-27T22:30:00+02:00;33544;Mesure
2024-01-27T23:00:00+02:00;32773;Mesure
2024-01-27T23:30:00+02:00;33596;Mesure
2024-01-28T00:00:00+02:00;32952;Mesure
2024-01-28T00:30:00+02:00;31432;Mesure
2024-01-28T01:00:00+02:00;30434;Mesure
2024-01-28T01:30:00+02:00;30876;Mesure
2024-01-28T02:00:00+02:00;32351;Mesure
2024-01-28T02:30:00+02:00;33503;Mesure
2024-01-28T03:00:00+02:00;37432;Mesure
2024-01-28T03:30:00+02:00;35857;Mesure
2024-01-28T04:00:00+02:00;34413;Mesure
2024-01-28T04:30:00+02:00;34428;Mesure
2024-01-28T05:00:00+02:00;35889;Mesure
2024-01-28T05:30:00+02:00;37452;Mesure
2024-01-28T06:00:00+02:00;37680;Mesure
2024-01-28T06:30:00+02:00;36364;Mesure
2024-01-28T07:00:00+02:00;36642;Mesure
2024-01-28T07:30:00+02:00;36148;Mesure
2024-01-28T08:00:00+02:00;37357;Mesure
2024-01-28T08:30:00+02:00;39157;Mesure
2024-01-28T09:00:00+02:00;39893;Mesure
2024-01-28T09:30:00+02:00;38889;Mesure
2024-01-28T10:00:00+02:00;37067;Mesure
2024-01-28T10:30:00+02:00;36103;Mesure
2024-01-28T11:00:00+02:00;35913;Mesure
2024-01-28T11:30:00+02:00;37672;Mesure
2024-01-28T12:00:00+02:00;38813;Mesure
2024-01-28T12:30:00+02:00;38288;Mesure
2024-01-28T13:00:00+02:00;36578;Mesure
2024-01-28T13:30:00+02:00;35256;Mesure
2024-01-28T14:00:00+02:00;35538;Mesure
2024-01-28T14:30:00+02:00;37164;Mesure
2024-01-28T15:00:00+02:00;36550;Mesure
2024-01-28T15:30:00+02:00;36521;Mesure
2024-01-28T16:00:00+02:00;35093;Mesure
2024-01-28T16:30:00+02:00;33580;Mesure
2024-01-28T17:00:00+02:00;33372;Mesure
2024-01-28T17:30:00+02:00;34661;Mesure
2024-01-28T18:00:00+02:00;36262;Mesure
2024-01-28T18:30:00+02:00;36702;Mesure
2024-01-28T19:00:00+02:00;33544;Mesure
2024-01-28T19:30:00+02:00;31983;Mesure
2024-01-28T20:00:00+02:00;31357;Mesure
2024-01-28T20:30:00+02:00;32241;Mesure
2024-01-28T21:00:00+02:00;33823;Mesure
2024-01-28T21:30:00+02:00;34648;Mesure
2024-01-28T22:00:00+02:00;33958;Mesure
2024-01-28T22:30:00+02:00;32387;Mesure
2024-01-28T23:00:00+02:00;33503;Mesure
2024-01-28T23:30:00+02:00;32233;Mesure
2024-01-29T00:00:00+02:00;30379;Mesure
2024-01-29T00:30:00+02:00;28677;Mesure
2024-01-29T01:00:00+02:00;28690;Mesure
2024-01-29T01:30:00+02:00;29907;Mesure
2024-01-29T02:00:00+02:00;31730;Mesure
2024-01-29T02:30:00+02:00;33493;Mesure
2024-01-29T03:00:00+02:00;34344;Mesure
2024-01-29T03:30:00+02:00;36642;Mesure
2024-01-29T04:00:00+02:00;42807;Mesure
2024-01-29T04:30:00+02:00;78647;Mesure
2024-01-29T05:00:00+02:00;144263;Mesure
2024-01-29T05:30:00+02:00;199466;Mesure
2024-01-29T06:00:00+02:00;204677;Mesure
2024-01-29T06:30:00+02:00;199967;Mesure
2024-01-29T07:00:00+02:00;199517;Mesure
2024-01-29T07:30:00+02:00;208681;Mesure
2024-01-29T08:00:00+02:00;218904;Mesure
2024-01-29T08:30:00+02:00;222391;Mesure
2024-01-29T09:00:00+02:00;215239;Mesure
2024-01-29T09:30:00+02:00;202662;Mesure
2024-01-29T10:00:00+02:00;185810;Mesure
2024-01-29T10:30:00+02:00;168084;Mesure
2024-01-29T11:00:00+02:00;155685;Mesure
2024-01-29T11:30:00+02:00;146202;Mesure
2024-01-29T12:00:00+02:00;151300;Mesure
2024-01-29T12:30:00+02:00;160424;Mesure
2024-01-29T13:00:00+02:00;187087;Mesure
2024-01-29T13:30:00+02:00;195467;Mesure
2024-01-29T14:00:00+02:00;207969;Mesure
2024-01-29T14:30:00+02:00;219643;Mesure
2024-01-29T15:00:00+02:00;220213;Mesure
2024-01-29T15:30:00+02:00;208382;Mesure
2024-01-29T16:00:00+02:00;191901;Mesure
2024-01-29T16:30:00+02:00;171039;Mesure
2024-01-29T17:00:00+02:00;151436;Mesure
2024-01-29T17:30:00+02:00;122992;Mesure
2024-01-29T18:00:00+02:00;89245;Mesure
2024-01-29T18:30:00+02:00;61742;Mesure
2024-01-29T19:00:00+02:00;49071;Mesure
2024-01-29T19:30:00+02:00;42791;Mesure
2024-01-29T20:00:00+02:00;40552;Mesure
2024-01-29T20:30:00+02:00;40473;Mesure
2024-01-29T21:00:00+02:00;39796;Mesure
2024-01-29T21:30:00+02:00;37413;Mesure
2024-01-29T22:00:00+02:00;33835;Mesure
2024-01-29T22:30:00+02:00;31531;Mesure
2024-01-29T23:00:00+02:00;33493;Mesure
2024-01-29T23:30:00+02:00;31313;Mesure
2024-01-30T00:00:00+02:00;29410;Mesure
2024-01-30T00:30:00+02:00;28538;Mesure
2024-01-30T01:00:00+02:00;29493;Mesure
2024-01-30T01:30:00+02:00;30914;Mesure
2024-01-30T02:00:00+02:00;32020;Mesure
2024-01-30T02:30:00+02:00;32748;Mesure
2024-01-30T03:00:00+02:00;33165;Mesure
2024-01-30T03:30:00+02:00;36103;Mesure
2024-01-30T04:00:00+02:00;43678;Mesure
2024-01-30T04:30:00+02:00;81453;Mesure
2024-01-30T05:00:00+02:00;146862;Mesure
2024-01-30T05:30:00+02:00;196613;Mesure
2024-01-30T06:00:00+02:00;197719;Mesure
2024-01-30T06:30:00+02:00;195339;Mesure
2024-01-30T07:00:00+02:00;201701;Mesure
2024-01-30T07:30:00+02:00;215950;Mesure
2024-01-30T08:00:00+02:00;224524;Mesure
2024-01-30T08:30:00+02:00;221211;Mesure
2024-01-30T09:00:00+02:00;208552;Mesure
2024-01-30T09:30:00+02:00;196681;Mesure
2024-01-30T10:00:00+02:00;185932;Mesure
2024-01-30T10:30:00+02:00;173307;Mesure
2024-01-30T11:00:00+02:00;160588;Mesure
2024-01-30T11:30:00+02:00;146808;Mesure
2024-01-30T12:00:00+02:00;147392;Mesure
2024-01-30T12:30:00+02:00;155071;Mesure
2024-01-30T13:00:00+02:00;185292;Mesure
2024-01-30T13:30:00+02:00;200286;Mesure
2024-01-30T14:00:00+02:00;215237;Mesure
2024-01-30T14:30:00+02:00;222587;Mesure
2024-01-30T15:00:00+02:00;216096;Mesure
2024-01-30T15:30:00+02:00;201193;Mesure
2024-01-30T16:00:00+02:00;188279;Mesure
2024-01-30T16:30:00+02:00;173793;Mesure
2024-01-30T17:00:00+02:00;156834;Mesure
2024-01-30T17:30:00+02:00;125673;Mesure
2024-01-30T18:00:00+02:00;88336;Mesure
2024-01-30T18:30:00+02:00;59708;Mesure
2024-01-30T19:00:00+02:00;47775;Mesure
2024-01-30T19:30:00+02:00;43055;Mesure
2024-01-30T20:00:00+02:00;41907;Mesure
2024-01-30T20:30:00+02:00;41634;Mesure
2024-01-30T21:00:00+02:00;39761;Mesure
2024-01-30T21:30:00+02:00;36333;Mesure
2024-01-30T22:00:00+02:00;32764;Mesure
2024-01-30T22:30:00+02:00;31399;Mesure
2024-01-30T23:00:00+02:00;32748;Mesure
2024-01-30T23:30:00+02:00;30239;Mesure
2024-01-31T00:00:00+02:00;28978;Mesure
2024-01-31T00:30:00+02:00;29118;Mesure
2024-01-31T01:00:00+02:00;30545;Mesure
2024-01-31T01:30:00+02:00;31470;Mesure
2024-01-31T02:00:00+02:00;31561;Mesure
2024-01-31T02:30:00+02:00;31635;Mesure
2024-01-31T03:00:00+02:00;32398;Mesure
2024-01-31T03:30:00+02:00;36498;Mesure
2024-01-31T04:00:00+02:00;45199;Mesure
2024-01-31T04:30:00+02:00;83544;Mesure
2024-01-31T05:00:00+02:00;146083;Mesure
2024-01-31T05:30:00+02:00;190504;Mesure
2024-01-31T06:00:00+02:00;191884;Mesure
2024-01-31T06:30:00+02:00;195467;Mesure
2024-01-31T07:00:00+02:00;207969;Mesure
2024-01-31T07:30:00+02:00;222751;Mesure
2024-01-31T08:00:00+02:00;225456;Mesure
2024-01-31T08:30:00+02:00;215498;Mesure
2024-01-31T09:00:00+02:00;201593;Mesure
2024-01-31T09:30:00+02:00;194794;Mesure
2024-01-31T10:00:00+02:00;190516;Mesure
2024-01-31T10:30:00+02:00;179364;Mesure
2024-01-31T11:00:00+02:00;162741;Mesure
2024-01-31T11:30:00+02:00;144064;Mesure
2024-01-31T12:00:00+02:00;142307;Mesure
2024-01-31T12:30:00+02:00;152144;Mesure
2024-01-31T13:00:00+02:00;188276;Mesure
2024-01-31T13:30:00+02:00;207426;Mesure
2024-01-31T14:00:00+02:00;219927;Mesure
2024-01-31T14:30:00+02:00;220321;Mesure
2024-01-31T15:00:00+02:00;208979;Mesure
2024-01-31T15:30:00+02:00;195877;Mesure
2024-01-31T16:00:00+02:00;189441;Mesure
2024-01-31T16:30:00+02:00;179602;Mesure
2024-01-31T17:00:00+02:00;161330;Mesure
2024-01-31T17:30:00+02:00;125561;Mesure
2024-01-31T18:00:00+02:00;85785;Mesure
2024-01-31T18:30:00+02:00;57819;Mesure
2024-01-31T19:00:00+02:00;47574;Mesure
2024-01-31T19:30:00+02:00;44276;Mesure
2024-01-31T20:00:00+02:00;43308;Mesure
2024-01-31T20:30:00+02:00;41990;Mesure
2024-01-31T21:00:00+02:00;38859;Mesure
2024-01-31T21:30:00+02:00;35088;Mesure
2024-01-31T22:00:00+02:00;32301;Mesure
2024-01-31T22:30:00+02:00;32054;Mesure
2024-01-31T23:00:00+02:00;31635;Mesure
2024-01-31T23:30:00+02:00;29539;Mesure
2024-02-01T00:00:00+02:00;29295;Mesure
2024-02-01T00:30:00+02:00;30133;Mesure
2024-02-01T01:00:00+02:00;31329;Mesure
2024-02-01T01:30:00+02:00;31303;Mesure
2024-02-01T02:00:00+02:00;30581;Mesure
2024-02-01T02:30:00+02:00;30701;Mesure
2024-02-01T03:00:00+02:00;32419;Mesure
2024-02-01T03:30:00+02:00;37632;Mesure
2024-02-01T04:00:00+02:00;46622;Mesure
2024-02-01T04:30:00+02:00;83890;Mesure
2024-02-01T05:00:00+02:00;142310;Mesure
2024-02-01T05:30:00+02:00;184147;Mesure
2024-02-01T06:00:00+02:00;190043;Mesure
2024-02-01T06:30:00+02:00;200286;Mesure
2024-02-01T07:00:00+02:00;215237;Mesure
2024-02-01T07:30:00+02:00;225737;Mesure
2024-02-01T08:00:00+02:00;221241;Mesure
2024-02-01T08:30:00+02:00;208063;Mesure
2024-02-01T09:00:00+02:00;197788;Mesure
2024-02-01T09:30:00+02:00;197931;Mesure
2024-02-01T10:00:00+02:00;197308;Mesure
2024-02-01T10:30:00+02:00;183273;Mesure
2024-02-01T11:00:00+02:00;161083;Mesure
2024-02-01T11:30:00+02:00;139320;Mesure
2024-02-01T12:00:00+02:00;138547;Mesure
2024-02-01T12:30:00+02:00;153084;Mesure
2024-02-01T13:00:00+02:00;194569;Mesure
2024-02-01T13:30:00+02:00;213372;Mesure
2024-02-01T14:00:00+02:00;219731;Mesure
2024-02-01T14:30:00+02:00;213958;Mesure
2024-02-01T15:00:00+02:00;202365;Mesure
2024-02-01T15:30:00+02:00;195052;Mesure
2024-02-01T16:00:00+02:00;194816;Mesure
2024-02-01T16:30:00+02:00;185607;Mesure
2024-02-01T17:00:00+02:00;162710;Mesure
2024-02-01T17:30:00+02:00;122712;Mesure
2024-02-01T18:00:00+02:00;82848;Mesure
2024-02-01T18:30:00+02:00;57002;Mesure
2024-02-01T19:00:00+02:00;48567;Mesure
2024-02-01T19:30:00+02:00;45854;Mesure
2024-02-01T20:00:00+02:00;44066;Mesure
2024-02-01T20:30:00+02:00;41366;Mesure
2024-02-01T21:00:00+02:00;37534;Mesure
2024-02-01T21:30:00+02:00;34293;Mesure
2024-02-01T22:00:00+02:00;32675;Mesure
2024-02-01T22:30:00+02:00;33175;Mesure
2024-02-01T23:00:00+02:00;30701;Mesure
2024-02-01T23:30:00+02:00;29558;Mesure
2024-02-02T00:00:00+02:00;30205;Mesure
2024-02-02T00:30:00+02:00;31082;Mesure
2024-02-02T01:00:00+02:00;31459;Mesure
2024-02-02T01:30:00+02:00;30495;Mesure
2024-02-02T02:00:00+02:00;29561;Mesure
2024-02-02T02:30:00+02:00;30407;Mesure
2024-02-02T03:00:00+02:00;33218;Mesure
2024-02-02T03:30:00+02:00;38948;Mesure
2024-02-02T04:00:00+02:00;47247;Mesure
2024-02-02T04:30:00+02:00;82322;Mesure
2024-02-02T05:00:00+02:00;137400;Mesure
2024-02-02T05:30:00+02:00;180671;Mesure
2024-02-02T06:00:00+02:00;193103;Mesure
2024-02-02T06:30:00+02:00;207426;Mesure
2024-02-02T07:00:00+02:00;219927;Mesure
2024-02-02T07:30:00+02:00;223438;Mesure
2024-02-02T08:00:00+02:00;213955;Mesure
2024-02-02T08:30:00+02:00;202566;Mesure
2024-02-02T09:00:00+02:00;199009;Mesure
2024-02-02T09:30:00+02:00;204547;Mesure
2024-02-02T10:00:00+02:00;202963;Mesure
2024-02-02T10:30:00+02:00;183110;Mesure
2024-02-02T11:00:00+02:00;156432;Mesure
2024-02-02T11:30:00+02:00;134910;Mesure
2024-02-02T12:00:00+02:00;137964;Mesure
2024-02-02T12:30:00+02:00;157427;Mesure
2024-02-02T13:00:00+02:00;201074;Mesure
2024-02-02T13:30:00+02:00;215197;Mesure
2024-02-02T14:00:00+02:00;214746;Mesure
2024-02-02T14:30:00+02:00;206632;Mesure
2024-02-02T15:00:00+02:00;199508;Mesure
2024-02-02T15:30:00+02:00;199123;Mesure
2024-02-02T16:00:00+02:00;201758;Mesure
2024-02-02T16:30:00+02:00;188852;Mesure
2024-02-02T17:00:00+02:00;160295;Mesure
2024-02-02T17:30:00+02:00;118528;Mesure
2024-02-02T18:00:00+02:00;80970;Mesure
2024-02-02T18:30:00+02:00;57662;Mesure
2024-02-02T19:00:00+02:00;50265;Mesure
2024-02-02T19:30:00+02:00;47012;Mesure
2024-02-02T20:00:00+02:00;43806;Mesure
2024-02-02T20:30:00+02:00;40071;Mesure
2024-02-02T21:00:00+02:00;36439;Mesure
2024-02-02T21:30:00+02:00;34338;Mesure
2024-02-02T22:00:00+02:00;33701;Mesure
2024-02-02T22:30:00+02:00;34210;Mesure
2024-02-02T23:00:00+02:00;30407;Mesure
2024-02-02T23:30:00+02:00;31264;Mesure
2024-02-03T00:00:00+02:00;32798;Mesure
2024-02-03T00:30:00+02:00;33598;Mesure
2024-02-03T01:00:00+02:00;32929;Mesure
2024-02-03T01:30:00+02:00;31406;Mesure
2024-02-03T02:00:00+02:00;30429;Mesure
2024-02-03T02:30:00+02:00;30897;Mesure
2024-02-03T03:00:00+02:00;36426;Mesure
2024-02-03T03:30:00+02:00;37702;Mesure
2024-02-03T04:00:00+02:00;37413;Mesure
2024-02-03T04:30:00+02:00;35825;Mesure
2024-02-03T05:00:00+02:00;34398;Mesure
2024-02-03T05:30:00+02:00;34444;Mesure
2024-02-03T06:00:00+02:00;35920;Mesure
2024-02-03T06:30:00+02:00;37470;Mesure
2024-02-03T07:00:00+02:00;39761;Mesure
2024-02-03T07:30:00+02:00;38351;Mesure
2024-02-03T08:00:00+02:00;36618;Mesure
2024-02-03T08:30:00+02:00;36156;Mesure
2024-02-03T09:00:00+02:00;37389;Mesure
2024-02-03T09:30:00+02:00;39184;Mesure
2024-02-03T10:00:00+02:00;39890;Mesure
2024-02-03T10:30:00+02:00;38859;Mesure
2024-02-03T11:00:00+02:00;36063;Mesure
2024-02-03T11:30:00+02:00;35151;Mesure
2024-02-03T12:00:00+02:00;35939;Mesure
2024-02-03T12:30:00+02:00;37702;Mesure
2024-02-03T13:00:00+02:00;38820;Mesure
2024-02-03T13:30:00+02:00;38264;Mesure
2024-02-03T14:00:00+02:00;36546;Mesure
2024-02-03T14:30:00+02:00;35246;Mesure
2024-02-03T15:00:00+02:00;33636;Mesure
2024-02-03T15:30:00+02:00;35186;Mesure
2024-02-03T16:00:00+02:00;36565;Mesure
2024-02-03T16:30:00+02:00;36505;Mesure
2024-02-03T17:00:00+02:00;35062;Mesure
2024-02-03T17:30:00+02:00;33562;Mesure
2024-02-03T18:00:00+02:00;33384;Mesure
2024-02-03T18:30:00+02:00;34692;Mesure
2024-02-03T19:00:00+02:00;34210;Mesure
2024-02-03T19:30:00+02:00;34598;Mesure
2024-02-03T20:00:00+02:00;33517;Mesure
2024-02-03T20:30:00+02:00;31961;Mesure
2024-02-03T21:00:00+02:00;31360;Mesure
2024-02-03T21:30:00+02:00;32267;Mesure
2024-02-03T22:00:00+02:00;33848;Mesure
2024-02-03T22:30:00+02:00;34649;Mesure
2024-02-03T23:00:00+02:00;30897;Mesure
2024-02-03T23:30:00+02:00;32379;Mesure
2024-02-04T00:00:00+02:00;33513;Mesure
2024-02-04T00:30:00+02:00;33256;Mesure
2024-02-04T01:00:00+02:00;31844;Mesure
2024-02-04T01:30:00+02:00;30576;Mesure
2024-02-04T02:00:00+02:00;30617;Mesure
2024-02-04T02:30:00+02:00;31929;Mesure
2024-02-04T03:00:00+02:00;37470;Mesure
2024-02-04T03:30:00+02:00;37668;Mesure
2024-02-04T04:00:00+02:00;36333;Mesure
2024-02-04T04:30:00+02:00;34691;Mesure
2024-02-04T05:00:00+02:00;34253;Mesure
2024-02-04T05:30:00+02:00;35421;Mesure
2024-02-04T06:00:00+02:00;37121;Mesure
2024-02-04T06:30:00+02:00;37791;Mesure
2024-02-04T07:00:00+02:00;38859;Mesure
2024-02-04T07:30:00+02:00;37038;Mesure
2024-02-04T08:00:00+02:00;36102;Mesure
2024-02-04T08:30:00+02:00;36911;Mesure
2024-02-04T09:00:00+02:00;38721;Mesure
2024-02-04T09:30:00+02:00;39869;Mesure
2024-02-04T10:00:00+02:00;39298;Mesure
2024-02-04T10:30:00+02:00;37534;Mesure
2024-02-04T11:00:00+02:00;35246;Mesure
2024-02-04T11:30:00+02:00;35558;Mesure
2024-02-04T12:00:00+02:00;37196;Mesure
2024-02-04T12:30:00+02:00;38654;Mesure
2024-02-04T13:00:00+02:00;38591;Mesure
2024-02-04T13:30:00+02:00;37065;Mesure
2024-02-04T14:00:00+02:00;35480;Mesure
2024-02-04T14:30:00+02:00;35292;Mesure
2024-02-04T15:00:00+02:00;34692;Mesure
2024-02-04T15:30:00+02:00;36283;Mesure
2024-02-04T16:00:00+02:00;36695;Mesure
2024-02-04T16:30:00+02:00;35548;Mesure
2024-02-04T17:00:00+02:00;33898;Mesure
2024-02-04T17:30:00+02:00;33261;Mesure
2024-02-04T18:00:00+02:00;34223;Mesure
2024-02-04T18:30:00+02:00;35900;Mesure
2024-02-04T19:00:00+02:00;34649;Mesure
2024-02-04T19:30:00+02:00;33934;Mesure
2024-02-04T20:00:00+02:00;32360;Mesure
2024-02-04T20:30:00+02:00;31375;Mesure
